1;Beispielstitel;Beispielsziel;beispielstipp;beispielserklärung;link zum bild bzw Bildname;1;1;0;0;1;1;1;0;0;1;0;0
2;Weckmethoden bei Hörschädigung;Finden Sie einen passenden Wecker für Ihre Bedürfnisse.;Ziehen Sie es in Erwägung, einen Wecker mit hellem Blinklicht oder Vibration zu nutzen, besonders wenn Sie unterwegs sind.;So werden Sie rechtzeitig geweckt und können Ihren Tag wie geplant beginnen.;test.jpg;1;0;0;0;1;0;0;0;0;0;0;0
3;Weckmethoden bei Hörschädigung;Finden Sie einen passenden Wecker für Ihre Bedürfnisse.;Bei starker Hörschädigung sollten Sie in Erwägung ziehen, einen Wecker mit hellem Blinklicht oder Vibration zu nutzen, besonders wenn Sie unterwegs sind.;Ein solcher Wecker sorgt dafür, dass Sie trotz Ihrer Hörschädigung rechtzeitig geweckt werden und Ihren Tag wie geplant beginnen können.;test.jpg;0;1;0;0;1;0;0;0;0;0;0;0
4;Weckmethoden bei Hörschädigung;Finden Sie einen passenden Wecker für Ihre Bedürfnisse.;Bei starker Hörschädigung sollten Sie in Erwägung ziehen, einen Wecker mit hellem Blinklicht oder Vibration zu nutzen, besonders wenn Sie unterwegs sind.;Ein solcher Wecker sorgt dafür, dass Sie trotz Ihrer Hörschädigung rechtzeitig geweckt werden und Ihren Tag wie geplant beginnen können.;test.jpg;0;0;1;0;1;0;0;0;0;0;0;0
5;Weckmethoden bei Hörschädigung;Finden Sie einen passenden Wecker für Ihre Bedürfnisse.;Bei starker Hörschädigung sollten Sie in Erwägung ziehen, einen Wecker mit hellem Blinklicht oder Vibration zu nutzen, besonders wenn Sie unterwegs sind.;Ein solcher Wecker sorgt dafür, dass Sie trotz Ihrer Hörschädigung rechtzeitig geweckt werden und Ihren Tag wie geplant beginnen können.;test.jpg;0;0;0;1;1;0;0;0;0;0;0;0
6;Rüttelkissen und -unterlagen;Finden Sie eine sanfte Weckmethode.;Wenn Lichtblitze am Morgen für Sie unangenehm sind, kann ein Rüttelkissen, das durch einen Lichtwecker aktiviert wird, eine gute Alternative sein. Es gibt auch Rüttelunterlagen, die das gesamte Bett vibrieren lassen, ideal für Tiefschläfer.;Rüttelkissen und -unterlagen sind sanfte Alternativen zu lauten Weckern und können eine weniger störende Methode sein, um aufzustehen.;test.jpg;1;0;0;0;1;1;0;0;0;1;1;1
7;Rüttelkissen und -unterlagen;Finden Sie eine sanfte Weckmethode.;Wenn Lichtblitze am Morgen für Sie unangenehm sind, kann ein Rüttelkissen, das durch einen Lichtwecker aktiviert wird, eine gute Alternative sein. Es gibt auch Rüttelunterlagen, die das gesamte Bett vibrieren lassen, ideal für Tiefschläfer.;Rüttelkissen und -unterlagen sind sanfte Alternativen zu lauten Weckern und können eine weniger störende Methode sein, um aufzustehen.;test.jpg;0;1;0;0;1;0;1;0;0;1;1;1
8;Rüttelkissen und -unterlagen;Finden Sie eine sanfte Weckmethode.;Wenn Lichtblitze am Morgen für Sie unangenehm sind, kann ein Rüttelkissen, das durch einen Lichtwecker aktiviert wird, eine gute Alternative sein. Es gibt auch Rüttelunterlagen, die das gesamte Bett vibrieren lassen, ideal für Tiefschläfer.;Rüttelkissen und -unterlagen sind sanfte Alternativen zu lauten Weckern und können eine weniger störende Methode sein, um aufzustehen.;test.jpg;0;0;1;0;1;0;0;1;0;1;0;1
9;Rüttelkissen und -unterlagen;Finden Sie eine sanfte Weckmethode.;Wenn Lichtblitze am Morgen für Sie unangenehm sind, kann ein Rüttelkissen, das durch einen Lichtwecker aktiviert wird, eine gute Alternative sein. Es gibt auch Rüttelunterlagen, die das gesamte Bett vibrieren lassen, ideal für Tiefschläfer.;Rüttelkissen und -unterlagen sind sanfte Alternativen zu lauten Weckern und können eine weniger störende Methode sein, um aufzustehen.;test.jpg;0;0;0;1;1;0;0;0;1;1;0;1
10;Armbanduhren mit Vibrationsalarm;Diskrete Weckmethode auch für Unterwegs.;Manchmal sind Armbanduhren mit einem Vibrationsalarm genau das, was Sie benötigen. Diese Uhren können unauffällig und effektiv sein, besonders wenn Sie unterwegs sind.;Eine Armbanduhr mit Vibrationsalarm ermöglicht es Ihnen, zuverlässig geweckt zu werden, ohne andere Personen in Ihrer Umgebung zu stören oder zusätzliche Geräte mitzunehmen.;test.jpg;1;0;0;0;1;1;0;0;0;1;0;1
11;Armbanduhren mit Vibrationsalarm;Diskrete Weckmethode auch für Unterwegs.;Manchmal sind Armbanduhren mit einem Vibrationsalarm genau das, was Sie benötigen. Diese Uhren können unauffällig und effektiv sein, besonders wenn Sie unterwegs sind.;Eine Armbanduhr mit Vibrationsalarm ermöglicht es Ihnen, zuverlässig geweckt zu werden, ohne andere Personen in Ihrer Umgebung zu stören oder zusätzliche Geräte mitzunehmen.;test.jpg;0;1;0;0;1;0;1;0;0;1;0;1
12;Armbanduhren mit Vibrationsalarm;Diskrete Weckmethode auch für Unterwegs.;Manchmal sind Armbanduhren mit einem Vibrationsalarm genau das, was Sie benötigen. Diese Uhren können unauffällig und effektiv sein, besonders wenn Sie unterwegs sind.;Eine Armbanduhr mit Vibrationsalarm ermöglicht es Ihnen, zuverlässig geweckt zu werden, ohne andere Personen in Ihrer Umgebung zu stören oder zusätzliche Geräte mitzunehmen.;test.jpg;0;0;1;0;1;0;0;1;0;1;0;1
13;Armbanduhren mit Vibrationsalarm;Diskrete Weckmethode auch für Unterwegs.;Manchmal sind Armbanduhren mit einem Vibrationsalarm genau das, was Sie benötigen. Diese Uhren können unauffällig und effektiv sein, besonders wenn Sie unterwegs sind.;Eine Armbanduhr mit Vibrationsalarm ermöglicht es Ihnen, zuverlässig geweckt zu werden, ohne andere Personen in Ihrer Umgebung zu stören oder zusätzliche Geräte mitzunehmen.;test.jpg;0;0;0;1;1;0;0;0;1;1;0;1
14;Verbesserte Türklingel-Wahrnehmung;Hören Sie Ihre Türklingel stets zuverlässig.;Um die Türkllingel zuverlässig zu hören und Besucher nicht unnötig warten zu lassen, können Sie den Klingelton lauter stellen, seinen Klang zu ändern oder ihn mit einem Licht- oder Vibrationssender zu verbinden.;Probieren Sie verschiedene Klangmuster aus und wählen sie den, den Sie am besten hören.;test.jpg;1;0;0;0;1;0;0;0;0;0;0;0
15;Verbesserte Türklingel-Wahrnehmung;Hören Sie Ihre Türklingel stets zuverlässig.;Um die Türkllingel zuverlässig zu hören und Besucher nicht unnötig warten zu lassen, können Sie den Klingelton lauter stellen, seinen Klang zu ändern oder ihn mit einem Licht- oder Vibrationssender zu verbinden.;Typischerweise betrifft ein Hörverlust helle Töne stärker als tiefere. Probieren Sie verschiedene Klangmuster aus und wählen sie den, den Sie am besten hören.;test.jpg;0;1;0;0;1;0;0;0;0;0;0;0
16;Verbesserte Türklingel-Wahrnehmung;Hören Sie Ihre Türklingel stets zuverlässig.;Um die Türkllingel zuverlässig zu hören und Besucher nicht unnötig warten zu lassen, können Sie den Klingelton lauter stellen, seinen Klang zu ändern oder ihn mit einem Licht- oder Vibrationssender zu verbinden.;Typischerweise betrifft ein Hörverlust helle Töne stärker als tiefere. Probieren Sie verschiedene Klangmuster aus und wählen sie den, den Sie am besten hören.;test.jpg;0;0;1;0;1;0;0;0;0;0;0;0
17;Verbesserte Türklingel-Wahrnehmung;Seien Sie immer informiert, wenn es klingelt.;Um die Türkllingel zuverlässig zu hören und Besucher nicht unnötig warten zu lassen, können Sie den Klingelton lauter stellen, seinen Klang zu ändern oder ihn mit einem Licht- oder Vibrationssender zu verbinden.;Typischerweise betrifft ein Hörverlust helle Töne stärker als tiefere. Probieren Sie verschiedene Klangmuster aus und wählen sie den, den Sie am besten hören.;test.jpg;0;0;0;1;1;0;0;0;0;0;0;0
18;Signalübertragung der Türklingel;Seien Sie immer informiert, wenn es klingelt.;Verwenden Sie einen Sender, der das Klingeln per Mikrofon erfasst und dann als neues Signal über die Stromleitung oder per Funk an einen Empfänger weiterleitet.;So können Sie die Klingel auch wahrnehmen, wenn Sie sich nicht in direkter Nähe zur Tür befinden.;test.jpg;1;0;0;0;1;1;0;0;0;1;1;1
19;Signalübertragung der Türklingel;Seien Sie immer informiert, wenn es klingelt.;Eine innovative Methode zur Verbesserung der Klingelwahrnehmung ist die Verwendung eines Senders, der das Klingeln per Mikrofon erfasst und dann als neues Signal über die Stromleitung oder per Funk an einen Empfänger weiterleitet.;So können Sie die Klingel auch wahrnehmen, wenn Sie sich nicht in direkter Nähe zur Tür befinden.;test.jpg;0;1;0;0;1;0;1;0;0;1;1;1
20;Signalübertragung der Türklingel;Seien Sie immer informiert, wenn es klingelt.;Eine innovative Methode zur Verbesserung der Klingelwahrnehmung ist die Verwendung eines Senders, der das Klingeln per Mikrofon erfasst und dann als neues Signal über die Stromleitung oder per Funk an einen Empfänger weiterleitet.;So können Sie die Klingel auch wahrnehmen, wenn Sie sich nicht in direkter Nähe zur Tür befinden.;test.jpg;0;0;1;0;1;0;0;1;0;1;0;1
21;Signalübertragung der Türklingel;Seien Sie immer informiert, wenn es klingelt;Eine innovative Methode zur Verbesserung der Klingelwahrnehmung ist die Verwendung eines Senders, der das Klingeln per Mikrofon erfasst und dann als neues Signal über die Stromleitung oder per Funk an einen Empfänger weiterleitet.;So können Sie die Klingel auch wahrnehmen, wenn Sie sich nicht in direkter Nähe zur Tür befinden.;test.jpg;0;0;0;1;1;0;0;0;1;1;0;1
22;Nutzen von tragbaren Funkempfängern;Hören Sie das Klingeln überall im Haus.;Wenn Sie den Klingelton jederzeit und überall hören möchten, ist es ratsam, tragbare Funkempfänger zu nutzen, die Sie entweder in die Steckdose stecken oder in Ihrer Nähe aufstellen oder an Ihre Kleidung klippen können.;Obwohl sie Batterien benötigen, stellen sie sicher, dass Sie das Klingeln selbst von entfernten Orten wie der Terrasse oder dem Garten aus nicht verpassen. Die Reichweite variiert je nach Gerät.;test.jpg;1;0;0;0;1;1;0;0;0;1;0;1
23;Nutzen von tragbaren Funkempfängern;Hören Sie das Klingeln überall im Haus.;Wenn Sie den Klingelton jederzeit und überall hören möchten, ist es ratsam, tragbare Funkempfänger zu nutzen, die Sie entweder in die Steckdose stecken oder in Ihrer Nähe aufstellen oder an Ihre Kleidung klippen können.;Obwohl sie Batterien benötigen, stellen sie sicher, dass Sie das Klingeln selbst von entfernten Orten wie der Terrasse oder dem Garten aus nicht verpassen. Die Reichweite variiert je nach Gerät.;test.jpg;0;1;0;0;1;0;1;0;0;1;0;1
24;Nutzen von tragbaren Funkempfängern;Hören Sie das Klingeln überall im Haus.;Wenn Sie den Klingelton jederzeit und überall hören möchten, ist es ratsam, tragbare Funkempfänger zu nutzen, die Sie entweder in die Steckdose stecken oder in Ihrer Nähe aufstellen oder an Ihre Kleidung klippen können.;Obwohl sie Batterien benötigen, stellen sie sicher, dass Sie das Klingeln selbst von entfernten Orten wie der Terrasse oder dem Garten aus nicht verpassen. Die Reichweite variiert je nach Gerät.;test.jpg;0;0;1;0;1;0;0;1;0;1;0;1
25;Nutzen von tragbaren Funkempfängern;Hören Sie das Klingeln überall im Haus.;Wenn Sie den Klingelton jederzeit und überall hören möchten, ist es ratsam, tragbare Funkempfänger zu nutzen, die Sie entweder in die Steckdose stecken oder in Ihrer Nähe aufstellen oder an Ihre Kleidung klippen können.;Obwohl sie Batterien benötigen, stellen sie sicher, dass Sie das Klingeln selbst von entfernten Orten wie der Terrasse oder dem Garten aus nicht verpassen. Die Reichweite variiert je nach Gerät.;test.jpg;0;0;0;1;1;0;0;0;1;1;0;1
26;Signalanlagen im Haus;Behalten Sie alle Zimmer im Blick.;Mit handlichen Signalanlagen können Sie nicht nur das Klingeln an der Tür überwachen, sondern auch andere Bereiche des Hauses. Durch den Einsatz von Sendern in verschiedenen Räumen, können Sie beispielsweise die Haustürklingel, das Baby im Kinderzimmer und das Telefon im Wohnzimmer gleichzeitig überwachen. Sie erkennen den Ursprung des Signals anhand des Blink- oder Vibrationsrhythmus und den Symbolen.;Durch diese Systeme können Sie verschiedene Teile Ihres Hauses gleichzeitig überwachen und sicherstellen, dass Sie wichtige Signale nicht übersehen.;test.jpg;1;0;0;0;1;0;0;0;0;0;0;0
27;Signalanlagen im Haus;Behalten Sie alle Zimmer im Blick.;Mit handlichen Signalanlagen können Sie nicht nur das Klingeln an der Tür überwachen, sondern auch andere Bereiche des Hauses. Durch den Einsatz von Sendern in verschiedenen Räumen, können Sie beispielsweise die Haustürklingel, das Baby im Kinderzimmer und das Telefon im Wohnzimmer gleichzeitig überwachen. Sie erkennen den Ursprung des Signals anhand des Blink- oder Vibrationsrhythmus und den Symbolen.;Durch diese Systeme können Sie verschiedene Teile Ihres Hauses gleichzeitig überwachen und sicherstellen, dass Sie wichtige Signale nicht übersehen.;test.jpg;0;1;0;0;1;0;0;0;0;0;0;0
28;Signalanlagen im Haus;Behalten Sie alle Zimmer im Blick.;Mit handlichen Signalanlagen können Sie nicht nur das Klingeln an der Tür überwachen, sondern auch andere Bereiche des Hauses. Durch den Einsatz von Sendern in verschiedenen Räumen, können Sie beispielsweise die Haustürklingel, das Baby im Kinderzimmer und das Telefon im Wohnzimmer gleichzeitig überwachen. Sie erkennen den Ursprung des Signals anhand des Blink- oder Vibrationsrhythmus und den Symbolen.;Durch diese Systeme können Sie verschiedene Teile Ihres Hauses gleichzeitig überwachen und sicherstellen, dass Sie wichtige Signale nicht übersehen.;test.jpg;0;0;1;0;1;0;0;0;0;0;0;0
29;Signalanlagen im Haus;Behalten Sie alle Zimmer im Blick.;Mit handlichen Signalanlagen können Sie nicht nur das Klingeln an der Tür überwachen, sondern auch andere Bereiche des Hauses. Durch den Einsatz von Sendern in verschiedenen Räumen, können Sie beispielsweise die Haustürklingel, das Baby im Kinderzimmer und das Telefon im Wohnzimmer gleichzeitig überwachen. Sie erkennen den Ursprung des Signals anhand des Blink- oder Vibrationsrhythmus und den Symbolen.;Durch diese Systeme können Sie verschiedene Teile Ihres Hauses gleichzeitig überwachen und sicherstellen, dass Sie wichtige Signale nicht übersehen.;test.jpg;0;0;0;1;1;0;0;0;0;0;0;0
30;Alarmsysteme im Haus;Steigern Sie Ihre Sicherheit im Haus.;Ergänzen Sie Ihre Signalanlage mit Alarmsignalen von verschiedenen Geräten, wie Rauchmeldern oder Infrarot-Bewegungsmeldern. Diese Geräte warnen Sie bei Gefahr durch Licht oder Vibration.;Solche Alarmsysteme bieten eine zusätzliche Sicherheitsebene. Zum Beispiel, wenn ein Rauchmelder in der Küche Rauch erkennt oder wenn ein Bewegungsmelder eine unbefugte Bewegung am Fenster feststellt, erhalten Sie umgehend eine Warnung.;test.jpg;1;0;0;0;1;1;0;0;0;1;1;1
31;Alarmsysteme im Haus;Steigern Sie Ihre Sicherheit im Haus.;Ergänzen Sie Ihre Signalanlage mit Alarmsignalen von verschiedenen Geräten, wie Rauchmeldern oder Infrarot-Bewegungsmeldern. Diese Geräte warnen Sie bei Gefahr durch Licht oder Vibration.;Solche Alarmsysteme bieten eine zusätzliche Sicherheitsebene. Zum Beispiel, wenn ein Rauchmelder in der Küche Rauch erkennt oder wenn ein Bewegungsmelder eine unbefugte Bewegung am Fenster feststellt, erhalten Sie umgehend eine Warnung.;test.jpg;0;1;0;0;1;0;1;0;0;1;1;1
32;Alarmsysteme im Haus;Steigern Sie Ihre Sicherheit im Haus.;Ergänzen Sie Ihre Signalanlage mit Alarmsignalen von verschiedenen Geräten, wie Rauchmeldern oder Infrarot-Bewegungsmeldern. Diese Geräte warnen Sie bei Gefahr durch Licht oder Vibration.;Solche Alarmsysteme bieten eine zusätzliche Sicherheitsebene. Zum Beispiel, wenn ein Rauchmelder in der Küche Rauch erkennt oder wenn ein Bewegungsmelder eine unbefugte Bewegung am Fenster feststellt, erhalten Sie umgehend eine Warnung.;test.jpg;0;0;1;0;1;0;0;1;0;1;0;1
33;Alarmsysteme im Haus;Steigern Sie Ihre Sicherheit im Haus.;Ergänzen Sie Ihre Signalanlage mit Alarmsignalen von verschiedenen Geräten, wie Rauchmeldern oder Infrarot-Bewegungsmeldern. Diese Geräte warnen Sie bei Gefahr durch Licht oder Vibration.;Solche Alarmsysteme bieten eine zusätzliche Sicherheitsebene. Zum Beispiel, wenn ein Rauchmelder in der Küche Rauch erkennt oder wenn ein Bewegungsmelder eine unbefugte Bewegung am Fenster feststellt, erhalten Sie umgehend eine Warnung.;test.jpg;0;0;0;1;1;0;0;0;1;1;0;1
34;Gegensprechanlagen mit Bildschirm;Wissen Sie, wer vor Ihrer Tür steht.;Für zusätzlichen Komfort und Sicherheit können Sie eine Gegensprechanlage nutzen. Damit haben Sie nicht nur die Möglichkeit, mit der Person vor der Tür zu sprechen, sondern können auch auf einem Bildschirm sehen, wer es ist.;Eine Gegensprechanlage ermöglicht es Ihnen, Besucher zu identifizieren, bevor Sie die Tür öffnen, und gibt Ihnen so ein zusätzliches Gefühl von Sicherheit und Kontrolle.;test.jpg;1;0;0;0;1;1;0;0;0;1;0;1
35;Gegensprechanlagen mit Bildschirm;Wissen Sie, wer vor Ihrer Tür steht.;Für zusätzlichen Komfort und Sicherheit können Sie eine Gegensprechanlage nutzen. Damit haben Sie nicht nur die Möglichkeit, mit der Person vor der Tür zu sprechen, sondern können auch auf einem Bildschirm sehen, wer es ist.;Eine Gegensprechanlage ermöglicht es Ihnen, Besucher zu identifizieren, bevor Sie die Tür öffnen, und gibt Ihnen so ein zusätzliches Gefühl von Sicherheit und Kontrolle.;test.jpg;0;1;0;0;1;0;1;0;0;1;0;1
36;Gegensprechanlagen mit Bildschirm;Wissen Sie, wer vor Ihrer Tür steht.;Für zusätzlichen Komfort und Sicherheit können Sie eine Gegensprechanlage nutzen. Damit haben Sie nicht nur die Möglichkeit, mit der Person vor der Tür zu sprechen, sondern können auch auf einem Bildschirm sehen, wer es ist.;Eine Gegensprechanlage ermöglicht es Ihnen, Besucher zu identifizieren, bevor Sie die Tür öffnen, und gibt Ihnen so ein zusätzliches Gefühl von Sicherheit und Kontrolle.;test.jpg;0;0;1;0;1;0;0;1;0;1;0;1
37;Gegensprechanlagen mit Bildschirm;Wissen Sie, wer vor Ihrer Tür steht.;Für zusätzlichen Komfort und Sicherheit können Sie eine Gegensprechanlage nutzen. Damit haben Sie nicht nur die Möglichkeit, mit der Person vor der Tür zu sprechen, sondern können auch auf einem Bildschirm sehen, wer es ist.;Eine Gegensprechanlage ermöglicht es Ihnen, Besucher zu identifizieren, bevor Sie die Tür öffnen, und gibt Ihnen so ein zusätzliches Gefühl von Sicherheit und Kontrolle.;test.jpg;0;0;0;1;1;0;0;0;1;1;0;1
38;Lichtsignal bei Zimmerbetritt;Vermeiden Sie Überraschungen beim Betreten des Zimmers.;Wenn jemand Ihr Zimmer betritt, kann ein kurzes Betätigen des Lichtschalters als Signal dienen. Eine Steigerung wäre, Schalter direkt vor dem Zimmer zu installieren.;Dies kann eine effektive Methode sein, um sich nicht unerwartet von anderen überraschen zu lassen, und so die Nervosität zu verringern.;test.jpg;1;0;0;0;1;0;0;0;0;0;0;0
39;Lichtsignal bei Zimmerbetritt;Vermeiden Sie Überraschungen beim Betreten des Zimmers.;Wenn jemand Ihr Zimmer betritt, kann ein kurzes Betätigen des Lichtschalters als Signal dienen. Eine Steigerung wäre, Schalter direkt vor dem Zimmer zu installieren.;Für Menschen, die nicht gut hören, kann dies eine effektive Methode sein, um sich nicht unerwartet von anderen überraschen zu lassen, und so die Nervosität zu verringern.;test.jpg;0;1;0;0;1;0;0;0;0;0;0;0
40;Lichtsignal bei Zimmerbetritt;Vermeiden Sie Überraschungen beim Betreten des Zimmers.;Wenn jemand Ihr Zimmer betritt, kann ein kurzes Betätigen des Lichtschalters als Signal dienen. Eine Steigerung wäre, Schalter direkt vor dem Zimmer zu installieren.;Für Menschen, die nicht gut hören, kann dies eine effektive Methode sein, um sich nicht unerwartet von anderen überraschen zu lassen, und so die Nervosität zu verringern.;test.jpg;0;0;1;0;1;0;0;0;0;0;0;0
41;Lichtsignal bei Zimmerbetritt;Vermeiden Sie Überraschungen beim Betreten des Zimmers.;Wenn jemand Ihr Zimmer betritt, kann ein kurzes Betätigen des Lichtschalters als Signal dienen. Eine Steigerung wäre, Schalter direkt vor dem Zimmer zu installieren.;Für Menschen, die nicht gut hören, kann dies eine effektive Methode sein, um sich nicht unerwartet von anderen überraschen zu lassen, und so die Nervosität zu verringern.;test.jpg;0;0;0;1;1;0;0;0;0;0;0;0
42;Vermeidung von Überraschungen durch diskrete Signalgeber;Erhalten Sie diskrete Hinweise auf Annäherungen.;Nutzen Sie vibrierende Signalgeber oder Schaltungen, die nur ein schwaches Licht erzeugen. Diese sind nur für Sie bemerkbar und stören Arbeitskollegen oder Mitbewohner möglicherweise weniger.;Diese Signale bieten eine unaufdringliche Möglichkeit, sich der Anwesenheit anderer bewusst zu werden, ohne auf akustische Hinweise angewiesen zu sein.;test.jpg;1;0;0;0;1;1;0;0;0;1;1;1
43;Vermeidung von Überraschungen durch diskrete Signalgeber;Erhalten Sie diskrete Hinweise auf Annäherungen.;Nutzen Sie vibrierende Signalgeber oder Schaltungen, die nur ein schwaches Licht erzeugen. Diese sind nur für Sie bemerkbar und stören Arbeitskollegen oder Mitbewohner möglicherweise weniger.;Diese Signale bieten eine unaufdringliche Möglichkeit, sich der Anwesenheit anderer bewusst zu werden, ohne auf akustische Hinweise angewiesen zu sein.;test.jpg;0;1;0;0;1;0;1;0;0;1;1;1
44;Vermeidung von Überraschungen durch diskrete Signalgeber;Erhalten Sie diskrete Hinweise auf Annäherungen.;Nutzen Sie vibrierende Signalgeber oder Schaltungen, die nur ein schwaches Licht erzeugen. Diese sind nur für Sie bemerkbar und stören Arbeitskollegen oder Mitbewohner möglicherweise weniger.;Diese Signale bieten eine unaufdringliche Möglichkeit, sich der Anwesenheit anderer bewusst zu werden, ohne auf akustische Hinweise angewiesen zu sein.;test.jpg;0;0;1;0;1;0;0;1;0;1;0;1
45;Vermeidung von Überraschungen durch diskrete Signalgeber;Erhalten Sie diskrete Hinweise auf Annäherungen.;Nutzen Sie vibrierende Signalgeber oder Schaltungen, die nur ein schwaches Licht erzeugen. Diese sind nur für Sie bemerkbar und stören Arbeitskollegen oder Mitbewohner möglicherweise weniger.;Diese Signale bieten eine unaufdringliche Möglichkeit, sich der Anwesenheit anderer bewusst zu werden, ohne auf akustische Hinweise angewiesen zu sein.;test.jpg;0;0;0;1;1;0;0;0;1;1;0;1
46;Annäherungserkennung durch körperliche Berührung;Erkennung der Annäherung anderer Menschen ohne akustisches Signal.;Verabreden Sie eine einfache Berührung, wie z.B. ein leichtes Auf-die-Schulter-Tippen, wenn sich jemand von hinten oder von der Seite nähert.;Solch eine Absprache ermöglicht es, unangenehme Überraschungen durch Annäherungen zu vermeiden und bietet eine einfache und respektvolle Art, auf die Anwesenheit anderer hinzuweisen.;test.jpg;1;0;0;0;1;1;0;0;0;1;0;1
47;Annäherungserkennung durch körperliche Berührung;Erkennung der Annäherung anderer Menschen ohne akustisches Signal.;Verabreden Sie eine einfache Berührung, wie z.B. ein leichtes Auf-die-Schulter-Tippen, wenn sich jemand von hinten oder von der Seite nähert.;Solch eine Absprache ermöglicht es, unangenehme Überraschungen durch Annäherungen zu vermeiden und bietet eine einfache und respektvolle Art, auf die Anwesenheit anderer hinzuweisen.;test.jpg;0;1;0;0;1;0;1;0;0;1;0;1
48;Annäherungserkennung durch körperliche Berührung;Erkennung der Annäherung anderer Menschen ohne akustisches Signal.;Verabreden Sie eine einfache Berührung, wie z.B. ein leichtes Auf-die-Schulter-Tippen, wenn sich jemand von hinten oder von der Seite nähert.;Solch eine Absprache ermöglicht es, unangenehme Überraschungen durch Annäherungen zu vermeiden und bietet eine einfache und respektvolle Art, auf die Anwesenheit anderer hinzuweisen.;test.jpg;0;0;1;0;1;0;0;1;0;1;0;1
49;Annäherungserkennung durch körperliche Berührung;Erkennung der Annäherung anderer Menschen ohne akustisches Signal.;Verabreden Sie eine einfache Berührung, wie z.B. ein leichtes Auf-die-Schulter-Tippen, wenn sich jemand von hinten oder von der Seite nähert.;Solch eine Absprache ermöglicht es, unangenehme Überraschungen durch Annäherungen zu vermeiden und bietet eine einfache und respektvolle Art, auf die Anwesenheit anderer hinzuweisen.;test.jpg;0;0;0;1;1;0;0;0;1;1;0;1
50;Optische Signale für Haushaltsgeräte;Nehmen Sie alle Signale ihrer Haushaltsgeräte wahr;Wenn Sie sich neue Geräte anschaffen, fragen Sie nach Modellen, die akustische Signale durch optische ergänzen.;Optische Signale helfen, wichtige Benachrichtigungen von ihren Geräten nicht zu verpassen. Beispielsweise um auch außerhalb der Küche die laufende Dunstabzugshaube wahrzunehmen oder zu bemerken, dass das Waffeleisen klingelt.;test.jpg;1;0;0;0;1;0;0;0;0;0;0;0
51;Optische Signale für Haushaltsgeräte;Vermeiden Sie das Überhören von Signalen.;Wenn Sie sich neue Geräte anschaffen, fragen Sie nach Modellen, die akustische Signale durch optische ergänzen.;Optische Signale helfen Hörgeschädigten, wichtige Benachrichtigungen von ihren Geräten nicht zu verpassen. Beispielsweise wenn sie  außerhalb der Küche die laufende Dunstabzugshaube überhören oder nicht bemerken, dass das Waffeleisen klingelt.;test.jpg;0;1;0;0;1;0;0;0;0;0;0;0
52;Optische Signale für Haushaltsgeräte;Vermeiden Sie das Überhören von Signalen.;Wenn Sie sich neue Geräte anschaffen, fragen Sie nach Modellen, die akustische Signale durch optische ergänzen.;Optische Signale helfen Hörgeschädigten, wichtige Benachrichtigungen von ihren Geräten nicht zu verpassen. Beispielsweise wenn sie  außerhalb der Küche die laufende Dunstabzugshaube überhören oder nicht bemerken, dass das Waffeleisen klingelt.;test.jpg;0;0;1;0;1;0;0;0;0;0;0;0
53;Optische Signale für Haushaltsgeräte;Vermeiden Sie das Überhören von Signalen.;Wenn Sie sich neue Geräte anschaffen, fragen Sie nach Modellen, die akustische Signale durch optische ergänzen.;Optische Signale helfen Hörgeschädigten, wichtige Benachrichtigungen von ihren Geräten nicht zu verpassen. Beispielsweise wenn sie  außerhalb der Küche die laufende Dunstabzugshaube überhören oder nicht bemerken, dass das Waffeleisen klingelt.;test.jpg;0;0;0;1;1;0;0;0;0;0;0;0
54;Wahl leiserer Haushaltsgeräte;Mehr Komfort und weniger Störungen im Haushalt;Bei der Anschaffung größerer Geräte, wie Spülmaschinen oder Staubsauger, sollten Sie gezielt nach leiseren Modellen fragen.;Ein leiseres Gerät reduziert die Wahrscheinlichkeit, wichtige andere Signale zu überhören.;test.jpg;1;0;0;0;1;1;0;0;0;1;1;1
55;Wahl leiserer Haushaltsgeräte;Mehr Komfort und weniger Störungen im Haushalt;Bei der Anschaffung größerer Geräte, wie Spülmaschinen oder Staubsauger, sollten Sie gezielt nach leiseren Modellen fragen.;Ein leiseres Gerät reduziert die Wahrscheinlichkeit, wichtige andere Signale zu überhören.;test.jpg;0;1;0;0;1;0;1;0;0;1;1;1
